 beta-PtO2, orthorhombic, PDF# 43-1045          Feff8L (EXAFS)       0.1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.303 Rnm= 1.388 L3 shell
 Pot 1 Z=78 Rmt= 1.307 Rnm= 1.400
 Pot 2 Z= 8 Rmt= 0.993 Rnm= 1.061
 Gam_ch=5.171E+00 H-L exch
 Mu= 6.451E+00 kf=2.428E+00 Vint=-1.600E+01 Rs_int= 1.494
 PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
    file        sig2   amp ratio    deg    nlegs  r effective
 feff0182.dat 0.00000     6.434     4.000     2   6.4442
 feff0183.dat 0.00000     6.133     8.000     4   6.4722
 feff0184.dat 0.00000     8.673     8.000     3   6.4897
 feff0185.dat 0.00000     3.599     4.000     4   6.5353
 feff0186.dat 0.00000     3.488     8.000     4   6.5602
 feff0188.dat 0.00000     3.794     8.000     4   6.5709
 feff0189.dat 0.00000     4.420     8.000     4   6.5709
 feff0190.dat 0.00000     5.954     4.000     2   6.5799
 feff0192.dat 0.00000     7.116     8.000     3   6.5912
 feff0193.dat 0.00000     4.771     8.000     4   6.6367
 feff0194.dat 0.00000     5.624     4.000     2   6.6808
 feff0195.dat 0.00000     8.099     8.000     3   6.7019
 feff0197.dat 0.00000     6.976     8.000     3   6.7147
 feff0198.dat 0.00000     4.650     8.000     3   6.7147
 feff0200.dat 0.00000     4.195    16.000     3   6.7445
 feff0202.dat 0.00000     4.841     8.000     3   6.8005
 feff0203.dat 0.00000     3.742     8.000     3   6.8098
 feff0204.dat 0.00000     8.428     8.000     4   6.8159
 feff0206.dat 0.00000     4.657     8.000     4   6.8372
 feff0209.dat 0.00000     3.171     8.000     4   6.8526
 feff0210.dat 0.00000     4.750     8.000     4   6.8699
 feff0211.dat 0.00000     4.970     8.000     4   6.8699
 feff0212.dat 0.00000     4.918     4.000     2   6.9215
 feff0213.dat 0.00000     2.978     8.000     4   6.9462
 feff0214.dat 0.00000     3.367     4.000     3   6.9695
 feff0215.dat 0.00000     4.745     4.000     2   6.9862
 feff0216.dat 0.00000     4.740     4.000     2   6.9884
 feff0217.dat 0.00000     6.258     8.000     3   7.0210
