PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   2.000  index, nleg, degeneracy, r=  1.9891
    1.044750    0.680780   -1.568000   2 'O     '     2.7625  180.0000    0.0000
    1.197200   -1.588480    0.000000   2 'O     '     2.7625  133.5681    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  180.0000    0.0000
    51    4   4.000  index, nleg, degeneracy, r=  4.7516
      x           y           z     ipot  label      rleg      beta        eta
   -1.197200    1.588480    0.000000   2 'O     '     1.9891   51.4802    0.0000
   -1.044750    3.857720   -1.568000   2 'O     '     2.7625  180.0000    0.0000
   -1.197200    1.588480    0.000000   2 'O     '     2.7625   51.4802    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  180.0000    0.0000
    52    4   4.000  index, nleg, degeneracy, r=  4.7659
      x           y           z     ipot  label      rleg      beta        eta
   -1.044750   -0.680780    1.568000   2 'O     '     2.0034  133.9959    0.0000
   -1.197200    1.588480    0.000000   2 'O     '     2.7625  180.0000    0.0000
   -1.044750   -0.680780    1.568000   2 'O     '     2.7625  133.9959    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034  180.0000    0.0000
    53    4   4.000  index, nleg, degeneracy, r=  4.7659
      x           y           z     ipot  label      rleg      beta        eta
   -1.044750   -0.680780   -1.568000   2 'O     '     2.0034   41.2217    0.0000
   -1.197200   -2.950030   -3.136000   2 'O     '     2.7625  180.0000    0.0000
   -1.044750   -0.680780   -1.568000   2 'O     '     2.7625   41.2217    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034  180.0000    0.0000
    54    2   4.000  index, nleg, degeneracy, r=  4.8125
      x           y           z     ipot  label      rleg      beta        eta
    3.286700    1.588480   -3.136000   2 'O     '     4.8125  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     4.8125  180.0000    0.0000
    55    3   8.000  index, nleg, degeneracy, r=  4.8492
      x           y           z     ipot  label      rleg      beta        eta
    3.286700    1.588480    3.136000   2 'O     '     4.8125  171.7267    0.0000
    1.044750    0.680780    1.568000   2 'O     '     2.8825   20.2222    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034  168.0511    0.0000
    56    3   4.000  index, nleg, degeneracy, r=  4.8557
      x           y           z     ipot  label      rleg      beta        eta
   -1.197200   -2.950030    0.000000   2 'O     '     3.1837  157.9114    0.0000
   -1.197200    1.588480    0.000000   2 'O     '     4.5385  142.9955    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891   59.0931    0.0000
    57    3   4.000  index, nleg, degeneracy, r=  4.8557
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    4.538500    0.000000   1 'Pt    '     4.5385  157.9113    0.0000
   -1.197200    1.588480    0.000000   2 'O     '     3.1837   59.0932    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  142.9955    0.0000
    58    3   4.000  index, nleg, degeneracy, r=  4.8557
